LogID,CompanyID,WorkflowID,WorkflowName,TriggerType,StartTime,EndTime,Status,RecordsProcessed,ErrorMessage,DurationSeconds,CreatedAt
LOG-0014,COMP-0003,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:22:00,2024-04-01 02:24:30,Success,30,,150,2024-04-01 02:22:00
LOG-0015,COMP-0003,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:24:00,2024-04-01 02:26:00,Success,50,,120,2024-04-01 02:24:00
LOG-0016,COMP-0004,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-01 02:30:00,2024-04-01 02:30:15,Success,3,,15,2024-04-01 02:30:00
LOG-0017,COMP-0004,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-01 02:48:00,2024-04-01 02:48:45,Success,25,,45,2024-04-01 02:48:00
LOG-0018,COMP-0004,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-01 02:20:00,2024-04-01 02:21:00,Success,15,,60,2024-04-01 02:20:00
LOG-0019,COMP-0004,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:30:00,2024-04-01 02:32:30,Success,30,,150,2024-04-01 02:30:00
LOG-0020,COMP-0004,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:50:00,2024-04-01 02:52:00,Success,50,,120,2024-04-01 02:50:00
LOG-0021,COMP-0005,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-01 02:46:00,2024-04-01 02:46:15,Failed,0,Connection timeout,0,2024-04-01 02:46:00
LOG-0022,COMP-0005,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-01 02:14:00,2024-04-01 02:14:45,Success,25,,45,2024-04-01 02:14:00
LOG-0023,COMP-0005,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-01 02:59:00,2024-04-01 03:00:00,Success,15,,60,2024-04-01 02:59:00
LOG-0024,COMP-0005,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:16:00,2024-04-01 02:18:30,Success,30,,150,2024-04-01 02:16:00
LOG-0025,COMP-0005,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:37:00,2024-04-01 02:39:00,Success,50,,120,2024-04-01 02:37:00
LOG-0026,COMP-0006,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-01 02:33:00,2024-04-01 02:33:15,Success,3,,15,2024-04-01 02:33:00
LOG-0027,COMP-0006,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-01 02:38:00,2024-04-01 02:38:45,Success,25,,45,2024-04-01 02:38:00
LOG-0028,COMP-0006,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-01 02:15:00,2024-04-01 02:16:00,Success,15,,60,2024-04-01 02:15:00
LOG-0029,COMP-0006,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:45:00,2024-04-01 02:47:30,Success,30,,150,2024-04-01 02:45:00
LOG-0030,COMP-0006,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:47:00,2024-04-01 02:49:00,Success,50,,120,2024-04-01 02:47:00
LOG-0031,COMP-0007,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-01 02:39:00,2024-04-01 02:39:15,Success,3,,15,2024-04-01 02:39:00
LOG-0032,COMP-0007,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-01 02:11:00,2024-04-01 02:11:45,Success,25,,45,2024-04-01 02:11:00
LOG-0033,COMP-0007,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-01 02:25:00,2024-04-01 02:26:00,Success,15,,60,2024-04-01 02:25:00
LOG-0034,COMP-0007,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:04:00,2024-04-01 02:06:30,Success,30,,150,2024-04-01 02:04:00
LOG-0035,COMP-0007,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:24:00,2024-04-01 02:26:00,Failed,0,Connection timeout,0,2024-04-01 02:24:00
LOG-0036,COMP-0008,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-01 02:10:00,2024-04-01 02:10:15,Failed,0,Connection timeout,0,2024-04-01 02:10:00
LOG-0037,COMP-0008,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-01 02:51:00,2024-04-01 02:51:45,Success,25,,45,2024-04-01 02:51:00
LOG-0038,COMP-0008,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-01 02:14:00,2024-04-01 02:15:00,Success,15,,60,2024-04-01 02:14:00
LOG-0039,COMP-0008,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:44:00,2024-04-01 02:46:30,Success,30,,150,2024-04-01 02:44:00
LOG-0040,COMP-0008,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:02:00,2024-04-01 02:04:00,Success,50,,120,2024-04-01 02:02:00
LOG-0041,COMP-0009,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-01 02:59:00,2024-04-01 02:59:15,Success,3,,15,2024-04-01 02:59:00
LOG-0042,COMP-0009,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-01 02:15:00,2024-04-01 02:15:45,Success,25,,45,2024-04-01 02:15:00
LOG-0043,COMP-0009,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-01 02:53:00,2024-04-01 02:54:00,Failed,0,Connection timeout,0,2024-04-01 02:53:00
LOG-0044,COMP-0009,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:01:00,2024-04-01 02:03:30,Failed,0,Connection timeout,0,2024-04-01 02:01:00
LOG-0045,COMP-0009,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:38:00,2024-04-01 02:40:00,Success,50,,120,2024-04-01 02:38:00
LOG-0046,COMP-0010,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-01 02:21:00,2024-04-01 02:21:15,Success,3,,15,2024-04-01 02:21:00
LOG-0047,COMP-0010,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-01 02:50:00,2024-04-01 02:50:45,Success,25,,45,2024-04-01 02:50:00
LOG-0048,COMP-0010,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-01 02:20:00,2024-04-01 02:21:00,Failed,0,Connection timeout,0,2024-04-01 02:20:00
LOG-0049,COMP-0010,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-01 02:02:00,2024-04-01 02:04:30,Success,30,,150,2024-04-01 02:02:00
LOG-0050,COMP-0010,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-01 02:18:00,2024-04-01 02:20:00,Success,50,,120,2024-04-01 02:18:00
LOG-0051,COMP-0001,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:17:00,2024-04-02 02:17:15,Failed,0,Connection timeout,0,2024-04-02 02:17:00
LOG-0052,COMP-0001,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:33:00,2024-04-02 02:33:45,Success,25,,45,2024-04-02 02:33:00
LOG-0053,COMP-0001,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:38:00,2024-04-02 02:39:00,Success,15,,60,2024-04-02 02:38:00
LOG-0054,COMP-0001,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:35:00,2024-04-02 02:37:30,Success,30,,150,2024-04-02 02:35:00
LOG-0055,COMP-0001,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:40:00,2024-04-02 02:42:00,Success,50,,120,2024-04-02 02:40:00
LOG-0056,COMP-0002,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:52:00,2024-04-02 02:52:15,Success,3,,15,2024-04-02 02:52:00
LOG-0057,COMP-0002,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:17:00,2024-04-02 02:17:45,Success,25,,45,2024-04-02 02:17:00
LOG-0058,COMP-0002,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:33:00,2024-04-02 02:34:00,Success,15,,60,2024-04-02 02:33:00
LOG-0059,COMP-0002,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:00:00,2024-04-02 02:02:30,Failed,0,Connection timeout,0,2024-04-02 02:00:00
LOG-0060,COMP-0002,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:15:00,2024-04-02 02:17:00,Success,50,,120,2024-04-02 02:15:00
LOG-0061,COMP-0003,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:06:00,2024-04-02 02:06:15,Success,3,,15,2024-04-02 02:06:00
LOG-0062,COMP-0003,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:03:00,2024-04-02 02:03:45,Failed,0,Connection timeout,0,2024-04-02 02:03:00
LOG-0063,COMP-0003,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:29:00,2024-04-02 02:30:00,Success,15,,60,2024-04-02 02:29:00
LOG-0064,COMP-0003,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:00:00,2024-04-02 02:02:30,Success,30,,150,2024-04-02 02:00:00
LOG-0065,COMP-0003,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:28:00,2024-04-02 02:30:00,Success,50,,120,2024-04-02 02:28:00
LOG-0066,COMP-0004,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:48:00,2024-04-02 02:48:15,Success,3,,15,2024-04-02 02:48:00
LOG-0067,COMP-0004,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:41:00,2024-04-02 02:41:45,Success,25,,45,2024-04-02 02:41:00
LOG-0068,COMP-0004,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:36:00,2024-04-02 02:37:00,Success,15,,60,2024-04-02 02:36:00
LOG-0069,COMP-0004,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:38:00,2024-04-02 02:40:30,Success,30,,150,2024-04-02 02:38:00
LOG-0070,COMP-0004,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:12:00,2024-04-02 02:14:00,Success,50,,120,2024-04-02 02:12:00
LOG-0071,COMP-0005,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:59:00,2024-04-02 02:59:15,Success,3,,15,2024-04-02 02:59:00
LOG-0072,COMP-0005,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:33:00,2024-04-02 02:33:45,Failed,0,Connection timeout,0,2024-04-02 02:33:00
LOG-0073,COMP-0005,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:59:00,2024-04-02 03:00:00,Success,15,,60,2024-04-02 02:59:00
LOG-0074,COMP-0005,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:28:00,2024-04-02 02:30:30,Success,30,,150,2024-04-02 02:28:00
LOG-0075,COMP-0005,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:45:00,2024-04-02 02:47:00,Success,50,,120,2024-04-02 02:45:00
LOG-0076,COMP-0006,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:53:00,2024-04-02 02:53:15,Success,3,,15,2024-04-02 02:53:00
LOG-0077,COMP-0006,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:02:00,2024-04-02 02:02:45,Failed,0,Connection timeout,0,2024-04-02 02:02:00
LOG-0078,COMP-0006,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:01:00,2024-04-02 02:02:00,Success,15,,60,2024-04-02 02:01:00
LOG-0079,COMP-0006,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:05:00,2024-04-02 02:07:30,Success,30,,150,2024-04-02 02:05:00
LOG-0080,COMP-0006,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:18:00,2024-04-02 02:20:00,Success,50,,120,2024-04-02 02:18:00
LOG-0081,COMP-0007,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:51:00,2024-04-02 02:51:15,Failed,0,Connection timeout,0,2024-04-02 02:51:00
LOG-0082,COMP-0007,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:54:00,2024-04-02 02:54:45,Success,25,,45,2024-04-02 02:54:00
LOG-0083,COMP-0007,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:28:00,2024-04-02 02:29:00,Success,15,,60,2024-04-02 02:28:00
LOG-0084,COMP-0007,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:14:00,2024-04-02 02:16:30,Success,30,,150,2024-04-02 02:14:00
LOG-0085,COMP-0007,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:42:00,2024-04-02 02:44:00,Success,50,,120,2024-04-02 02:42:00
LOG-0086,COMP-0008,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:42:00,2024-04-02 02:42:15,Success,3,,15,2024-04-02 02:42:00
LOG-0087,COMP-0008,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:26:00,2024-04-02 02:26:45,Success,25,,45,2024-04-02 02:26:00
LOG-0088,COMP-0008,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:59:00,2024-04-02 03:00:00,Success,15,,60,2024-04-02 02:59:00
LOG-0089,COMP-0008,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:10:00,2024-04-02 02:12:30,Success,30,,150,2024-04-02 02:10:00
LOG-0090,COMP-0008,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:06:00,2024-04-02 02:08:00,Success,50,,120,2024-04-02 02:06:00
LOG-0091,COMP-0009,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:43:00,2024-04-02 02:43:15,Success,3,,15,2024-04-02 02:43:00
LOG-0092,COMP-0009,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:13:00,2024-04-02 02:13:45,Failed,0,Connection timeout,0,2024-04-02 02:13:00
LOG-0093,COMP-0009,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:23:00,2024-04-02 02:24:00,Success,15,,60,2024-04-02 02:23:00
LOG-0094,COMP-0009,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:00:00,2024-04-02 02:02:30,Success,30,,150,2024-04-02 02:00:00
LOG-0095,COMP-0009,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:48:00,2024-04-02 02:50:00,Success,50,,120,2024-04-02 02:48:00
LOG-0096,COMP-0010,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-02 02:39:00,2024-04-02 02:39:15,Failed,0,Connection timeout,0,2024-04-02 02:39:00
LOG-0097,COMP-0010,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-02 02:37:00,2024-04-02 02:37:45,Success,25,,45,2024-04-02 02:37:00
LOG-0098,COMP-0010,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-02 02:24:00,2024-04-02 02:25:00,Success,15,,60,2024-04-02 02:24:00
LOG-0099,COMP-0010,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-02 02:22:00,2024-04-02 02:24:30,Success,30,,150,2024-04-02 02:22:00
LOG-0100,COMP-0010,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-02 02:24:00,2024-04-02 02:26:00,Success,50,,120,2024-04-02 02:24:00
LOG-0101,COMP-0001,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:47:00,2024-04-03 02:47:15,Success,3,,15,2024-04-03 02:47:00
LOG-0102,COMP-0001,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:41:00,2024-04-03 02:41:45,Success,25,,45,2024-04-03 02:41:00
LOG-0103,COMP-0001,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:15:00,2024-04-03 02:16:00,Success,15,,60,2024-04-03 02:15:00
LOG-0104,COMP-0001,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:29:00,2024-04-03 02:31:30,Success,30,,150,2024-04-03 02:29:00
LOG-0105,COMP-0001,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:36:00,2024-04-03 02:38:00,Success,50,,120,2024-04-03 02:36:00
LOG-0106,COMP-0002,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:48:00,2024-04-03 02:48:15,Success,3,,15,2024-04-03 02:48:00
LOG-0107,COMP-0002,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:58:00,2024-04-03 02:58:45,Success,25,,45,2024-04-03 02:58:00
LOG-0108,COMP-0002,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:32:00,2024-04-03 02:33:00,Success,15,,60,2024-04-03 02:32:00
LOG-0109,COMP-0002,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:46:00,2024-04-03 02:48:30,Success,30,,150,2024-04-03 02:46:00
LOG-0110,COMP-0002,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:58:00,2024-04-03 03:00:00,Success,50,,120,2024-04-03 02:58:00
LOG-0111,COMP-0003,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:47:00,2024-04-03 02:47:15,Success,3,,15,2024-04-03 02:47:00
LOG-0112,COMP-0003,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:52:00,2024-04-03 02:52:45,Success,25,,45,2024-04-03 02:52:00
LOG-0113,COMP-0003,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:33:00,2024-04-03 02:34:00,Success,15,,60,2024-04-03 02:33:00
LOG-0114,COMP-0003,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:21:00,2024-04-03 02:23:30,Success,30,,150,2024-04-03 02:21:00
LOG-0115,COMP-0003,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:15:00,2024-04-03 02:17:00,Success,50,,120,2024-04-03 02:15:00
LOG-0116,COMP-0004,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:09:00,2024-04-03 02:09:15,Success,3,,15,2024-04-03 02:09:00
LOG-0117,COMP-0004,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:42:00,2024-04-03 02:42:45,Success,25,,45,2024-04-03 02:42:00
LOG-0118,COMP-0004,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:35:00,2024-04-03 02:36:00,Success,15,,60,2024-04-03 02:35:00
LOG-0119,COMP-0004,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:05:00,2024-04-03 02:07:30,Success,30,,150,2024-04-03 02:05:00
LOG-0120,COMP-0004,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:05:00,2024-04-03 02:07:00,Success,50,,120,2024-04-03 02:05:00
LOG-0121,COMP-0005,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:15:00,2024-04-03 02:15:15,Success,3,,15,2024-04-03 02:15:00
LOG-0122,COMP-0005,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:12:00,2024-04-03 02:12:45,Success,25,,45,2024-04-03 02:12:00
LOG-0123,COMP-0005,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:57:00,2024-04-03 02:58:00,Success,15,,60,2024-04-03 02:57:00
LOG-0124,COMP-0005,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:58:00,2024-04-03 03:00:30,Success,30,,150,2024-04-03 02:58:00
LOG-0125,COMP-0005,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:28:00,2024-04-03 02:30:00,Success,50,,120,2024-04-03 02:28:00
LOG-0126,COMP-0006,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:27:00,2024-04-03 02:27:15,Success,3,,15,2024-04-03 02:27:00
LOG-0127,COMP-0006,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:23:00,2024-04-03 02:23:45,Failed,0,Connection timeout,0,2024-04-03 02:23:00
LOG-0128,COMP-0006,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:06:00,2024-04-03 02:07:00,Success,15,,60,2024-04-03 02:06:00
LOG-0129,COMP-0006,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:14:00,2024-04-03 02:16:30,Success,30,,150,2024-04-03 02:14:00
LOG-0130,COMP-0006,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:29:00,2024-04-03 02:31:00,Success,50,,120,2024-04-03 02:29:00
LOG-0131,COMP-0007,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:07:00,2024-04-03 02:07:15,Success,3,,15,2024-04-03 02:07:00
LOG-0132,COMP-0007,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:07:00,2024-04-03 02:07:45,Success,25,,45,2024-04-03 02:07:00
LOG-0133,COMP-0007,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:21:00,2024-04-03 02:22:00,Success,15,,60,2024-04-03 02:21:00
LOG-0134,COMP-0007,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:44:00,2024-04-03 02:46:30,Failed,0,Connection timeout,0,2024-04-03 02:44:00
LOG-0135,COMP-0007,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:35:00,2024-04-03 02:37:00,Success,50,,120,2024-04-03 02:35:00
LOG-0136,COMP-0008,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:59:00,2024-04-03 02:59:15,Success,3,,15,2024-04-03 02:59:00
LOG-0137,COMP-0008,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:48:00,2024-04-03 02:48:45,Success,25,,45,2024-04-03 02:48:00
LOG-0138,COMP-0008,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:19:00,2024-04-03 02:20:00,Success,15,,60,2024-04-03 02:19:00
LOG-0139,COMP-0008,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:52:00,2024-04-03 02:54:30,Success,30,,150,2024-04-03 02:52:00
LOG-0140,COMP-0008,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:44:00,2024-04-03 02:46:00,Success,50,,120,2024-04-03 02:44:00
LOG-0141,COMP-0009,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:00:00,2024-04-03 02:00:15,Success,3,,15,2024-04-03 02:00:00
LOG-0142,COMP-0009,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:18:00,2024-04-03 02:18:45,Success,25,,45,2024-04-03 02:18:00
LOG-0143,COMP-0009,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:40:00,2024-04-03 02:41:00,Success,15,,60,2024-04-03 02:40:00
LOG-0144,COMP-0009,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:23:00,2024-04-03 02:25:30,Success,30,,150,2024-04-03 02:23:00
LOG-0145,COMP-0009,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:54:00,2024-04-03 02:56:00,Success,50,,120,2024-04-03 02:54:00
LOG-0146,COMP-0010,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-03 02:38:00,2024-04-03 02:38:15,Success,3,,15,2024-04-03 02:38:00
LOG-0147,COMP-0010,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-03 02:16:00,2024-04-03 02:16:45,Success,25,,45,2024-04-03 02:16:00
LOG-0148,COMP-0010,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-03 02:30:00,2024-04-03 02:31:00,Success,15,,60,2024-04-03 02:30:00
LOG-0149,COMP-0010,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-03 02:06:00,2024-04-03 02:08:30,Success,30,,150,2024-04-03 02:06:00
LOG-0150,COMP-0010,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-03 02:25:00,2024-04-03 02:27:00,Success,50,,120,2024-04-03 02:25:00
LOG-0151,COMP-0001,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-04 02:47:00,2024-04-04 02:47:15,Success,3,,15,2024-04-04 02:47:00
LOG-0152,COMP-0001,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-04 02:09:00,2024-04-04 02:09:45,Success,25,,45,2024-04-04 02:09:00
LOG-0153,COMP-0001,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-04 02:08:00,2024-04-04 02:09:00,Success,15,,60,2024-04-04 02:08:00
LOG-0154,COMP-0001,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-04 02:54:00,2024-04-04 02:56:30,Success,30,,150,2024-04-04 02:54:00
LOG-0155,COMP-0001,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-04 02:21:00,2024-04-04 02:23:00,Success,50,,120,2024-04-04 02:21:00
LOG-0156,COMP-0002,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-04 02:59:00,2024-04-04 02:59:15,Failed,0,Connection timeout,0,2024-04-04 02:59:00
LOG-0157,COMP-0002,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-04 02:03:00,2024-04-04 02:03:45,Success,25,,45,2024-04-04 02:03:00
