GeoID,CompanyID,State,City,PartyCount,TotalSalesValue,TotalPurchaseValue,TotalOutstanding,TopCustomers,TopItems,PeriodStart,PeriodEnd,CreatedAt,UpdatedAt
GEO-0014,COMP-0002,Karnataka,Bangalore,1,195000,0,86617,Priya Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0015,COMP-0002,Karnataka,Mysore,1,0,453500,77491,Vikram Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0016,COMP-0002,Tamil Nadu,Chennai,1,77900,1710000,50044,Priya Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0017,COMP-0002,Tamil Nadu,Coimbatore,1,999900,0,43787,Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0018,COMP-0003,Maharashtra,Nagpur,1,268500,88500,52462,Neha Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0019,COMP-0003,Gujarat,Ahmedabad,3,5400,1088500,99450,Vikram Singh Distributors;Priya Kumar Distributors;Neha Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0020,COMP-0003,Gujarat,Surat,1,452700,0,72981,Vikram Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0021,COMP-0003,Delhi,Delhi,2,2017600,0,70294,Vikram Kumar Suppliers;Neha Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0022,COMP-0003,Karnataka,Bangalore,4,2533300,3022200,99439,Vikram Sharma Distributors;Neha Singh Suppliers;Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0023,COMP-0003,Karnataka,Mysore,3,825700,1186600,21012,Rajesh Gupta Suppliers;Neha Singh Suppliers;Vikram Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0024,COMP-0003,Tamil Nadu,Chennai,1,515600,0,49832,Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0025,COMP-0003,Tamil Nadu,Coimbatore,2,75000,1100000,62735,Neha Kumar Traders;Rajesh Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0026,COMP-0004,Maharashtra,Mumbai,2,1591000,7200,23081,Vikram Kumar Suppliers;Neha Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0027,COMP-0004,Maharashtra,Pune,1,3500,256000,68682,Rajesh Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0028,COMP-0004,Maharashtra,Nagpur,1,973500,393200,4492,Priya Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0029,COMP-0004,Gujarat,Ahmedabad,1,80900,875000,1576,Rajesh Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0030,COMP-0004,Gujarat,Surat,3,465500,545200,62805,Priya Gupta Distributors;Amit Patel Distributors;Vikram Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0031,COMP-0004,Delhi,Delhi,8,2932000,4329700,20458,Neha Sharma Suppliers;Rajesh Kumar Traders;Vikram Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0032,COMP-0004,Karnataka,Bangalore,1,110000,304000,93655,Vikram Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0033,COMP-0004,Karnataka,Mysore,3,1643500,1383500,63999,Vikram Patel Suppliers;Neha Kumar Distributors;Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0034,COMP-0004,Tamil Nadu,Chennai,2,1369700,252000,20524,Rajesh Kumar Distributors;Vikram Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0035,COMP-0004,Tamil Nadu,Coimbatore,1,1035800,0,232,Amit Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0036,COMP-0005,Maharashtra,Mumbai,4,1150500,2217400,94896,Priya Kumar Distributors;Neha Kumar Suppliers;Amit Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0037,COMP-0005,Maharashtra,Pune,1,0,0,83665,Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0038,COMP-0005,Gujarat,Ahmedabad,2,1281800,985900,72610,Rajesh Sharma Suppliers;Priya Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0039,COMP-0005,Gujarat,Surat,3,1327200,402600,14714,Priya Singh Suppliers;Neha Kumar Suppliers;Neha Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0040,COMP-0005,Delhi,Delhi,5,2047200,2405200,88241,Rajesh Patel Suppliers;Vikram Singh Distributors;Amit Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0041,COMP-0005,Karnataka,Bangalore,1,0,80000,87656,Rajesh Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0042,COMP-0005,Karnataka,Mysore,1,0,3600,38061,Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0043,COMP-0005,Tamil Nadu,Coimbatore,2,978500,960000,58645,Amit Patel Suppliers;Rajesh Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0044,COMP-0006,Maharashtra,Pune,3,3075300,467300,20229,Rajesh Kumar Traders;Amit Kumar Suppliers;Priya Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0045,COMP-0006,Gujarat,Ahmedabad,2,1450500,0,82873,Amit Gupta Traders;Rajesh Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0046,COMP-0006,Gujarat,Surat,4,3796900,2559700,25317,Amit Patel Distributors;Vikram Sharma Distributors;Amit Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0047,COMP-0006,Delhi,Delhi,2,223000,438900,60044,Rajesh Kumar Traders;Priya Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0048,COMP-0006,Karnataka,Bangalore,5,2318600,1405700,27627,Rajesh Singh Suppliers;Vikram Sharma Traders;Amit Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0049,COMP-0006,Karnataka,Mysore,1,69500,621100,46098,Rajesh Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0050,COMP-0006,Tamil Nadu,Coimbatore,3,422900,2194900,55046,Amit Patel Distributors;Vikram Patel Traders;Vikram Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0051,COMP-0007,Maharashtra,Mumbai,1,110000,337600,37056,Neha Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0052,COMP-0007,Maharashtra,Pune,1,0,456800,2325,Priya Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0053,COMP-0007,Gujarat,Ahmedabad,1,168000,763000,61093,Vikram Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0054,COMP-0007,Gujarat,Surat,1,915000,702700,67602,Vikram Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0055,COMP-0007,Delhi,Delhi,3,389400,201600,29265,Vikram Singh Traders;Amit Singh Traders;Neha Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0056,COMP-0007,Karnataka,Bangalore,2,2405900,84000,95309,Vikram Kumar Suppliers;Neha Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0057,COMP-0007,Karnataka,Mysore,3,275000,151000,94952,Vikram Gupta Traders;Vikram Gupta Distributors;Priya Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0058,COMP-0007,Tamil Nadu,Chennai,2,1359500,0,93312,Neha Gupta Distributors;Rajesh Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0059,COMP-0007,Tamil Nadu,Coimbatore,3,1718000,486000,3772,Priya Kumar Suppliers;Amit Gupta Suppliers;Priya Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0060,COMP-0008,Maharashtra,Mumbai,1,0,1133000,69922,Rajesh Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0061,COMP-0008,Maharashtra,Pune,2,180000,1355500,29090,Amit Patel Distributors;Neha Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0062,COMP-0008,Gujarat,Ahmedabad,1,1083000,0,6516,Priya Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0063,COMP-0008,Gujarat,Surat,2,852000,724900,52473,Rajesh Gupta Distributors;Vikram Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0064,COMP-0008,Delhi,Delhi,4,1071200,3836700,79122,Vikram Sharma Distributors;Priya Gupta Suppliers;Rajesh Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0065,COMP-0008,Karnataka,Bangalore,2,1446700,916900,58123,Vikram Sharma Distributors;Rajesh Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0066,COMP-0008,Karnataka,Mysore,1,785000,0,68213,Vikram Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0067,COMP-0008,Tamil Nadu,Chennai,1,841700,350000,99645,Priya Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0068,COMP-0008,Tamil Nadu,Coimbatore,1,634200,0,78435,Neha Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0069,COMP-0009,Maharashtra,Pune,2,0,363500,76544,Vikram Singh Suppliers;Vikram Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0070,COMP-0009,Maharashtra,Nagpur,2,12000,1467000,82419,Amit Patel Traders;Vikram Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0071,COMP-0009,Gujarat,Ahmedabad,2,7000,510000,74670,Amit Sharma Traders;Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0072,COMP-0009,Gujarat,Surat,1,1773000,0,48657,Rajesh Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0073,COMP-0009,Delhi,Delhi,2,1143000,30700,13531,Vikram Sharma Distributors;Amit Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0074,COMP-0009,Karnataka,Bangalore,1,1039500,0,84088,Priya Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0075,COMP-0009,Tamil Nadu,Chennai,1,715500,0,33463,Priya Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0076,COMP-0009,Tamil Nadu,Coimbatore,4,891000,2090200,45439,Rajesh Singh Traders;Neha Kumar Traders;Priya Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0077,COMP-0010,Maharashtra,Mumbai,3,2706700,0,37231,Priya Gupta Traders;Neha Singh Suppliers;Neha Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0078,COMP-0010,Maharashtra,Pune,2,486000,865200,79634,Neha Singh Distributors;Neha Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0079,COMP-0010,Gujarat,Ahmedabad,1,240000,0,71909,Rajesh Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0080,COMP-0010,Gujarat,Surat,1,537500,0,26793,Neha Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0081,COMP-0010,Delhi,Delhi,1,623000,826000,53956,Neha Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0082,COMP-0010,Karnataka,Bangalore,1,0,46300,60483,Neha Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0083,COMP-0010,Karnataka,Mysore,5,1694700,2211200,10411,Priya Kumar Suppliers;Rajesh Singh Traders;Neha Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0084,COMP-0010,Tamil Nadu,Chennai,2,207600,840200,34106,Amit Singh Traders;Rajesh Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0085,COMP-0010,Tamil Nadu,Coimbatore,1,112000,0,50794,Rajesh Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0086,COMP-0011,Maharashtra,Mumbai,1,455000,520500,63020,Vikram Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0087,COMP-0011,Maharashtra,Nagpur,1,0,55000,34529,Vikram Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0088,COMP-0011,Gujarat,Ahmedabad,4,2141400,1157700,73963,Vikram Kumar Suppliers;Neha Patel Distributors;Priya Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0089,COMP-0011,Gujarat,Surat,1,1350000,1170000,4629,Amit Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0090,COMP-0011,Delhi,Delhi,3,1922200,641000,56987,Neha Singh Traders;Amit Kumar Distributors;Rajesh Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0091,COMP-0011,Karnataka,Bangalore,2,0,608000,49665,Rajesh Kumar Suppliers;Rajesh Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0092,COMP-0011,Karnataka,Mysore,2,582000,951500,69055,Neha Kumar Suppliers;Vikram Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0093,COMP-0011,Tamil Nadu,Coimbatore,1,0,1062900,67515,Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0094,COMP-0012,Maharashtra,Mumbai,2,260500,941700,94793,Amit Patel Traders;Neha Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0095,COMP-0012,Maharashtra,Pune,1,1192500,440000,54769,Amit Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0096,COMP-0012,Maharashtra,Nagpur,2,1515500,0,58909,Neha Kumar Distributors;Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0097,COMP-0012,Gujarat,Ahmedabad,4,1268800,1944200,48834,Vikram Sharma Suppliers;Priya Kumar Traders;Vikram Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0098,COMP-0012,Gujarat,Surat,3,489200,2520900,8962,Priya Singh Distributors;Priya Kumar Traders;Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0099,COMP-0012,Delhi,Delhi,2,845900,631500,73555,Vikram Patel Distributors;Amit Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0100,COMP-0012,Karnataka,Bangalore,2,137500,711200,44253,Rajesh Singh Distributors;Neha Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0101,COMP-0012,Karnataka,Mysore,2,2899300,977500,99989,Amit Gupta Traders;Vikram Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0102,COMP-0012,Tamil Nadu,Chennai,1,960000,0,64411,Priya Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0103,COMP-0012,Tamil Nadu,Coimbatore,1,1230900,763000,13235,Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0104,COMP-0013,Maharashtra,Mumbai,3,392200,398000,11010,Priya Kumar Distributors;Amit Singh Traders;Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0105,COMP-0013,Maharashtra,Pune,1,14700,0,55703,Rajesh Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0106,COMP-0013,Maharashtra,Nagpur,1,40000,0,39888,Amit Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0107,COMP-0013,Gujarat,Ahmedabad,1,52000,101000,46441,Amit Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0108,COMP-0013,Gujarat,Surat,2,960000,240000,56506,Amit Sharma Distributors;Neha Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0109,COMP-0013,Delhi,Delhi,3,1234800,236900,5955,Neha Singh Traders;Vikram Sharma Traders;Amit Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0110,COMP-0013,Karnataka,Mysore,2,520400,1500000,46018,Amit Gupta Traders;Priya Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0111,COMP-0013,Tamil Nadu,Coimbatore,4,2435500,0,87665,Vikram Sharma Traders;Neha Patel Distributors;Priya Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0112,COMP-0014,Maharashtra,Mumbai,2,2025000,394000,79641,Neha Gupta Distributors;Vikram Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0113,COMP-0014,Maharashtra,Pune,1,1005000,0,47899,Rajesh Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0114,COMP-0014,Maharashtra,Nagpur,2,850500,67500,52713,Priya Kumar Traders;Amit Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0115,COMP-0014,Gujarat,Ahmedabad,2,479500,345400,27161,Rajesh Kumar Distributors;Priya Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0116,COMP-0014,Gujarat,Surat,3,431400,0,39802,Amit Gupta Suppliers;Amit Gupta Traders;Neha Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0117,COMP-0014,Delhi,Delhi,1,275000,340000,32629,Priya Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0118,COMP-0014,Karnataka,Bangalore,2,3600,0,98368,Vikram Singh Suppliers;Priya Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0119,COMP-0014,Karnataka,Mysore,4,2336000,1202300,11718,Vikram Sharma Distributors;Priya Sharma Suppliers;Neha Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0120,COMP-0014,Tamil Nadu,Chennai,2,0,0,66031,Amit Gupta Distributors;Vikram Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
