LedgerID,CompanyID,LedgerName,GroupID,OpeningBalance,ClosingBalance,IsActive,CreatedDate,LastModifiedDate
LED-0036,COMP-0004,Purchase Account,GRP-0005_COMP-0004,0,,TRUE,2024-01-01,2024-05-01
LED-0037,COMP-0004,Salary,GRP-0006_COMP-0004,0,,TRUE,2024-01-01,2024-05-01
LED-0038,COMP-0004,Rent,GRP-0006_COMP-0004,0,,TRUE,2024-01-01,2024-05-01
LED-0039,COMP-0004,Telephone,GRP-0007_COMP-0004,0,,TRUE,2024-01-01,2024-05-01
LED-0040,COMP-0004,Insurance,GRP-0007_COMP-0004,0,,TRUE,2024-01-01,2024-05-01
LED-0041,COMP-0005,Capital Account,GRP-0001_COMP-0005,0,,TRUE,2024-01-01,2024-05-01
LED-0042,COMP-0005,Bank of India,GRP-0002_COMP-0005,50000,,TRUE,2024-01-01,2024-05-01
LED-0043,COMP-0005,HDFC Bank,GRP-0002_COMP-0005,10000,,TRUE,2024-01-01,2024-05-01
LED-0044,COMP-0005,Cash,GRP-0003_COMP-0005,50000,,TRUE,2024-01-01,2024-05-01
LED-0045,COMP-0005,Sales Account,GRP-0004_COMP-0005,0,,TRUE,2024-01-01,2024-05-01
LED-0046,COMP-0005,Purchase Account,GRP-0005_COMP-0005,0,,TRUE,2024-01-01,2024-05-01
LED-0047,COMP-0005,Salary,GRP-0006_COMP-0005,0,,TRUE,2024-01-01,2024-05-01
LED-0048,COMP-0005,Rent,GRP-0006_COMP-0005,0,,TRUE,2024-01-01,2024-05-01
LED-0049,COMP-0005,Telephone,GRP-0007_COMP-0005,0,,TRUE,2024-01-01,2024-05-01
LED-0050,COMP-0005,Insurance,GRP-0007_COMP-0005,0,,TRUE,2024-01-01,2024-05-01
LED-0051,COMP-0006,Capital Account,GRP-0001_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0052,COMP-0006,Bank of India,GRP-0002_COMP-0006,10000,,TRUE,2024-01-01,2024-05-01
LED-0053,COMP-0006,HDFC Bank,GRP-0002_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0054,COMP-0006,Cash,GRP-0003_COMP-0006,50000,,TRUE,2024-01-01,2024-05-01
LED-0055,COMP-0006,Sales Account,GRP-0004_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0056,COMP-0006,Purchase Account,GRP-0005_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0057,COMP-0006,Salary,GRP-0006_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0058,COMP-0006,Rent,GRP-0006_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0059,COMP-0006,Telephone,GRP-0007_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0060,COMP-0006,Insurance,GRP-0007_COMP-0006,0,,TRUE,2024-01-01,2024-05-01
LED-0061,COMP-0007,Capital Account,GRP-0001_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0062,COMP-0007,Bank of India,GRP-0002_COMP-0007,50000,,TRUE,2024-01-01,2024-05-01
LED-0063,COMP-0007,HDFC Bank,GRP-0002_COMP-0007,50000,,TRUE,2024-01-01,2024-05-01
LED-0064,COMP-0007,Cash,GRP-0003_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0065,COMP-0007,Sales Account,GRP-0004_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0066,COMP-0007,Purchase Account,GRP-0005_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0067,COMP-0007,Salary,GRP-0006_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0068,COMP-0007,Rent,GRP-0006_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0069,COMP-0007,Telephone,GRP-0007_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0070,COMP-0007,Insurance,GRP-0007_COMP-0007,0,,TRUE,2024-01-01,2024-05-01
LED-0071,COMP-0008,Capital Account,GRP-0001_COMP-0008,0,,TRUE,2024-01-01,2024-05-01
LED-0072,COMP-0008,Bank of India,GRP-0002_COMP-0008,10000,,TRUE,2024-01-01,2024-05-01
LED-0073,COMP-0008,HDFC Bank,GRP-0002_COMP-0008,50000,,TRUE,2024-01-01,2024-05-01
LED-0074,COMP-0008,Cash,GRP-0003_COMP-0008,50000,,TRUE,2024-01-01,2024-05-01
LED-0075,COMP-0008,Sales Account,GRP-0004_COMP-0008,0,,TRUE,2024-01-01,2024-05-01
LED-0076,COMP-0008,Purchase Account,GRP-0005_COMP-0008,0,,TRUE,2024-01-01,2024-05-01
LED-0077,COMP-0008,Salary,GRP-0006_COMP-0008,0,,TRUE,2024-01-01,2024-05-01
LED-0078,COMP-0008,Rent,GRP-0006_COMP-0008,0,,TRUE,2024-01-01,2024-05-01
LED-0079,COMP-0008,Telephone,GRP-0007_COMP-0008,0,,TRUE,2024-01-01,2024-05-01
LED-0080,COMP-0008,Insurance,GRP-0007_COMP-0008,0,,TRUE,2024-01-01,2024-05-01
LED-0081,COMP-0009,Capital Account,GRP-0001_COMP-0009,0,,TRUE,2024-01-01,2024-05-01
LED-0082,COMP-0009,Bank of India,GRP-0002_COMP-0009,10000,,TRUE,2024-01-01,2024-05-01
LED-0083,COMP-0009,HDFC Bank,GRP-0002_COMP-0009,10000,,TRUE,2024-01-01,2024-05-01
LED-0084,COMP-0009,Cash,GRP-0003_COMP-0009,10000,,TRUE,2024-01-01,2024-05-01
LED-0085,COMP-0009,Sales Account,GRP-0004_COMP-0009,0,,TRUE,2024-01-01,2024-05-01
LED-0086,COMP-0009,Purchase Account,GRP-0005_COMP-0009,0,,TRUE,2024-01-01,2024-05-01
LED-0087,COMP-0009,Salary,GRP-0006_COMP-0009,0,,TRUE,2024-01-01,2024-05-01
LED-0088,COMP-0009,Rent,GRP-0006_COMP-0009,0,,TRUE,2024-01-01,2024-05-01
LED-0089,COMP-0009,Telephone,GRP-0007_COMP-0009,0,,TRUE,2024-01-01,2024-05-01
LED-0090,COMP-0009,Insurance,GRP-0007_COMP-0009,0,,TRUE,2024-01-01,2024-05-01
LED-0091,COMP-0010,Capital Account,GRP-0001_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0092,COMP-0010,Bank of India,GRP-0002_COMP-0010,50000,,TRUE,2024-01-01,2024-05-01
LED-0093,COMP-0010,HDFC Bank,GRP-0002_COMP-0010,50000,,TRUE,2024-01-01,2024-05-01
LED-0094,COMP-0010,Cash,GRP-0003_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0095,COMP-0010,Sales Account,GRP-0004_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0096,COMP-0010,Purchase Account,GRP-0005_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0097,COMP-0010,Salary,GRP-0006_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0098,COMP-0010,Rent,GRP-0006_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0099,COMP-0010,Telephone,GRP-0007_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0100,COMP-0010,Insurance,GRP-0007_COMP-0010,0,,TRUE,2024-01-01,2024-05-01
LED-0101,COMP-0011,Capital Account,GRP-0001_COMP-0011,0,,TRUE,2024-01-01,2024-05-01
LED-0102,COMP-0011,Bank of India,GRP-0002_COMP-0011,10000,,TRUE,2024-01-01,2024-05-01
LED-0103,COMP-0011,HDFC Bank,GRP-0002_COMP-0011,50000,,TRUE,2024-01-01,2024-05-01
LED-0104,COMP-0011,Cash,GRP-0003_COMP-0011,50000,,TRUE,2024-01-01,2024-05-01
LED-0105,COMP-0011,Sales Account,GRP-0004_COMP-0011,0,,TRUE,2024-01-01,2024-05-01
LED-0106,COMP-0011,Purchase Account,GRP-0005_COMP-0011,0,,TRUE,2024-01-01,2024-05-01
LED-0107,COMP-0011,Salary,GRP-0006_COMP-0011,0,,TRUE,2024-01-01,2024-05-01
LED-0108,COMP-0011,Rent,GRP-0006_COMP-0011,0,,TRUE,2024-01-01,2024-05-01
LED-0109,COMP-0011,Telephone,GRP-0007_COMP-0011,0,,TRUE,2024-01-01,2024-05-01
LED-0110,COMP-0011,Insurance,GRP-0007_COMP-0011,0,,TRUE,2024-01-01,2024-05-01
LED-0111,COMP-0012,Capital Account,GRP-0001_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0112,COMP-0012,Bank of India,GRP-0002_COMP-0012,50000,,TRUE,2024-01-01,2024-05-01
LED-0113,COMP-0012,HDFC Bank,GRP-0002_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0114,COMP-0012,Cash,GRP-0003_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0115,COMP-0012,Sales Account,GRP-0004_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0116,COMP-0012,Purchase Account,GRP-0005_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0117,COMP-0012,Salary,GRP-0006_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0118,COMP-0012,Rent,GRP-0006_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0119,COMP-0012,Telephone,GRP-0007_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0120,COMP-0012,Insurance,GRP-0007_COMP-0012,0,,TRUE,2024-01-01,2024-05-01
LED-0121,COMP-0013,Capital Account,GRP-0001_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0122,COMP-0013,Bank of India,GRP-0002_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0123,COMP-0013,HDFC Bank,GRP-0002_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0124,COMP-0013,Cash,GRP-0003_COMP-0013,10000,,TRUE,2024-01-01,2024-05-01
LED-0125,COMP-0013,Sales Account,GRP-0004_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0126,COMP-0013,Purchase Account,GRP-0005_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0127,COMP-0013,Salary,GRP-0006_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0128,COMP-0013,Rent,GRP-0006_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0129,COMP-0013,Telephone,GRP-0007_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0130,COMP-0013,Insurance,GRP-0007_COMP-0013,0,,TRUE,2024-01-01,2024-05-01
LED-0131,COMP-0014,Capital Account,GRP-0001_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0132,COMP-0014,Bank of India,GRP-0002_COMP-0014,10000,,TRUE,2024-01-01,2024-05-01
LED-0133,COMP-0014,HDFC Bank,GRP-0002_COMP-0014,10000,,TRUE,2024-01-01,2024-05-01
LED-0134,COMP-0014,Cash,GRP-0003_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0135,COMP-0014,Sales Account,GRP-0004_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0136,COMP-0014,Purchase Account,GRP-0005_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0137,COMP-0014,Salary,GRP-0006_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0138,COMP-0014,Rent,GRP-0006_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0139,COMP-0014,Telephone,GRP-0007_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0140,COMP-0014,Insurance,GRP-0007_COMP-0014,0,,TRUE,2024-01-01,2024-05-01
LED-0141,COMP-0015,Capital Account,GRP-0001_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0142,COMP-0015,Bank of India,GRP-0002_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0143,COMP-0015,HDFC Bank,GRP-0002_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0144,COMP-0015,Cash,GRP-0003_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0145,COMP-0015,Sales Account,GRP-0004_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0146,COMP-0015,Purchase Account,GRP-0005_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0147,COMP-0015,Salary,GRP-0006_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0148,COMP-0015,Rent,GRP-0006_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0149,COMP-0015,Telephone,GRP-0007_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0150,COMP-0015,Insurance,GRP-0007_COMP-0015,0,,TRUE,2024-01-01,2024-05-01
LED-0151,COMP-0016,Capital Account,GRP-0001_COMP-0016,0,,TRUE,2024-01-01,2024-05-01
LED-0152,COMP-0016,Bank of India,GRP-0002_COMP-0016,50000,,TRUE,2024-01-01,2024-05-01
LED-0153,COMP-0016,HDFC Bank,GRP-0002_COMP-0016,50000,,TRUE,2024-01-01,2024-05-01
LED-0154,COMP-0016,Cash,GRP-0003_COMP-0016,10000,,TRUE,2024-01-01,2024-05-01
LED-0155,COMP-0016,Sales Account,GRP-0004_COMP-0016,0,,TRUE,2024-01-01,2024-05-01
LED-0156,COMP-0016,Purchase Account,GRP-0005_COMP-0016,0,,TRUE,2024-01-01,2024-05-01
LED-0157,COMP-0016,Salary,GRP-0006_COMP-0016,0,,TRUE,2024-01-01,2024-05-01
LED-0158,COMP-0016,Rent,GRP-0006_COMP-0016,0,,TRUE,2024-01-01,2024-05-01
LED-0159,COMP-0016,Telephone,GRP-0007_COMP-0016,0,,TRUE,2024-01-01,2024-05-01
LED-0160,COMP-0016,Insurance,GRP-0007_COMP-0016,0,,TRUE,2024-01-01,2024-05-01
LED-0161,COMP-0017,Capital Account,GRP-0001_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0162,COMP-0017,Bank of India,GRP-0002_COMP-0017,50000,,TRUE,2024-01-01,2024-05-01
LED-0163,COMP-0017,HDFC Bank,GRP-0002_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0164,COMP-0017,Cash,GRP-0003_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0165,COMP-0017,Sales Account,GRP-0004_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0166,COMP-0017,Purchase Account,GRP-0005_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0167,COMP-0017,Salary,GRP-0006_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0168,COMP-0017,Rent,GRP-0006_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0169,COMP-0017,Telephone,GRP-0007_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0170,COMP-0017,Insurance,GRP-0007_COMP-0017,0,,TRUE,2024-01-01,2024-05-01
LED-0171,COMP-0018,Capital Account,GRP-0001_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0172,COMP-0018,Bank of India,GRP-0002_COMP-0018,50000,,TRUE,2024-01-01,2024-05-01
LED-0173,COMP-0018,HDFC Bank,GRP-0002_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0174,COMP-0018,Cash,GRP-0003_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0175,COMP-0018,Sales Account,GRP-0004_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0176,COMP-0018,Purchase Account,GRP-0005_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0177,COMP-0018,Salary,GRP-0006_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0178,COMP-0018,Rent,GRP-0006_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0179,COMP-0018,Telephone,GRP-0007_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0180,COMP-0018,Insurance,GRP-0007_COMP-0018,0,,TRUE,2024-01-01,2024-05-01
LED-0181,COMP-0019,Capital Account,GRP-0001_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0182,COMP-0019,Bank of India,GRP-0002_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0183,COMP-0019,HDFC Bank,GRP-0002_COMP-0019,50000,,TRUE,2024-01-01,2024-05-01
LED-0184,COMP-0019,Cash,GRP-0003_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0185,COMP-0019,Sales Account,GRP-0004_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0186,COMP-0019,Purchase Account,GRP-0005_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0187,COMP-0019,Salary,GRP-0006_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0188,COMP-0019,Rent,GRP-0006_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0189,COMP-0019,Telephone,GRP-0007_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0190,COMP-0019,Insurance,GRP-0007_COMP-0019,0,,TRUE,2024-01-01,2024-05-01
LED-0191,COMP-0020,Capital Account,GRP-0001_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0192,COMP-0020,Bank of India,GRP-0002_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0193,COMP-0020,HDFC Bank,GRP-0002_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0194,COMP-0020,Cash,GRP-0003_COMP-0020,10000,,TRUE,2024-01-01,2024-05-01
LED-0195,COMP-0020,Sales Account,GRP-0004_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0196,COMP-0020,Purchase Account,GRP-0005_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0197,COMP-0020,Salary,GRP-0006_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0198,COMP-0020,Rent,GRP-0006_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0199,COMP-0020,Telephone,GRP-0007_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0200,COMP-0020,Insurance,GRP-0007_COMP-0020,0,,TRUE,2024-01-01,2024-05-01
LED-0201,COMP-0021,Capital Account,GRP-0001_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0202,COMP-0021,Bank of India,GRP-0002_COMP-0021,50000,,TRUE,2024-01-01,2024-05-01
LED-0203,COMP-0021,HDFC Bank,GRP-0002_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0204,COMP-0021,Cash,GRP-0003_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0205,COMP-0021,Sales Account,GRP-0004_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0206,COMP-0021,Purchase Account,GRP-0005_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0207,COMP-0021,Salary,GRP-0006_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0208,COMP-0021,Rent,GRP-0006_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0209,COMP-0021,Telephone,GRP-0007_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0210,COMP-0021,Insurance,GRP-0007_COMP-0021,0,,TRUE,2024-01-01,2024-05-01
LED-0211,COMP-0022,Capital Account,GRP-0001_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0212,COMP-0022,Bank of India,GRP-0002_COMP-0022,10000,,TRUE,2024-01-01,2024-05-01
LED-0213,COMP-0022,HDFC Bank,GRP-0002_COMP-0022,10000,,TRUE,2024-01-01,2024-05-01
LED-0214,COMP-0022,Cash,GRP-0003_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0215,COMP-0022,Sales Account,GRP-0004_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0216,COMP-0022,Purchase Account,GRP-0005_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0217,COMP-0022,Salary,GRP-0006_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0218,COMP-0022,Rent,GRP-0006_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0219,COMP-0022,Telephone,GRP-0007_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0220,COMP-0022,Insurance,GRP-0007_COMP-0022,0,,TRUE,2024-01-01,2024-05-01
LED-0221,COMP-0023,Capital Account,GRP-0001_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0222,COMP-0023,Bank of India,GRP-0002_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0223,COMP-0023,HDFC Bank,GRP-0002_COMP-0023,10000,,TRUE,2024-01-01,2024-05-01
LED-0224,COMP-0023,Cash,GRP-0003_COMP-0023,10000,,TRUE,2024-01-01,2024-05-01
LED-0225,COMP-0023,Sales Account,GRP-0004_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0226,COMP-0023,Purchase Account,GRP-0005_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0227,COMP-0023,Salary,GRP-0006_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0228,COMP-0023,Rent,GRP-0006_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0229,COMP-0023,Telephone,GRP-0007_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0230,COMP-0023,Insurance,GRP-0007_COMP-0023,0,,TRUE,2024-01-01,2024-05-01
LED-0231,COMP-0024,Capital Account,GRP-0001_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0232,COMP-0024,Bank of India,GRP-0002_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0233,COMP-0024,HDFC Bank,GRP-0002_COMP-0024,10000,,TRUE,2024-01-01,2024-05-01
LED-0234,COMP-0024,Cash,GRP-0003_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0235,COMP-0024,Sales Account,GRP-0004_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0236,COMP-0024,Purchase Account,GRP-0005_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0237,COMP-0024,Salary,GRP-0006_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0238,COMP-0024,Rent,GRP-0006_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0239,COMP-0024,Telephone,GRP-0007_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0240,COMP-0024,Insurance,GRP-0007_COMP-0024,0,,TRUE,2024-01-01,2024-05-01
LED-0241,COMP-0025,Capital Account,GRP-0001_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0242,COMP-0025,Bank of India,GRP-0002_COMP-0025,50000,,TRUE,2024-01-01,2024-05-01
LED-0243,COMP-0025,HDFC Bank,GRP-0002_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0244,COMP-0025,Cash,GRP-0003_COMP-0025,10000,,TRUE,2024-01-01,2024-05-01
LED-0245,COMP-0025,Sales Account,GRP-0004_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0246,COMP-0025,Purchase Account,GRP-0005_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0247,COMP-0025,Salary,GRP-0006_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0248,COMP-0025,Rent,GRP-0006_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0249,COMP-0025,Telephone,GRP-0007_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0250,COMP-0025,Insurance,GRP-0007_COMP-0025,0,,TRUE,2024-01-01,2024-05-01
LED-0251,COMP-0026,Capital Account,GRP-0001_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0252,COMP-0026,Bank of India,GRP-0002_COMP-0026,50000,,TRUE,2024-01-01,2024-05-01
LED-0253,COMP-0026,HDFC Bank,GRP-0002_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
