StatusID,CompanyID,ItemID,ItemName,CurrentStock,SalesVelocity30d,IsUnderstock,IsOverstock,IsPopular,DaysOfStock,ReorderLevel,StockValue,LastSaleDate,LastPurchaseDate,CreatedAt,UpdatedAt
ISS-0013,COMP-0003,ITM-0013,ASUS ROG Laptop,10,2,FALSE,FALSE,TRUE,5,5,950000,2024-04-18,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0014,COMP-0004,ITM-0014,Turmeric Powder,140,30,FALSE,FALSE,FALSE,5,100,16800,2024-04-28,2024-04-01,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0015,COMP-0004,ITM-0015,Red Chilli Powder,130,25,FALSE,FALSE,TRUE,5,80,19500,2024-04-25,2024-04-05,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0016,COMP-0004,ITM-0016,Basmati Rice,650,150,FALSE,FALSE,FALSE,4,200,52000,2024-04-30,2024-04-10,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0017,COMP-0004,ITM-0017,Atta Flour,1300,300,FALSE,FALSE,FALSE,4,300,39000,2024-04-28,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0018,COMP-0005,ITM-0018,Spark Plug,50,15,FALSE,FALSE,FALSE,3,20,7500,2024-04-22,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0019,COMP-0005,ITM-0019,Car Battery,22,6,FALSE,FALSE,FALSE,4,8,77000,2024-04-18,2024-04-25,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0020,COMP-0005,ITM-0020,Tyre 15 inch,25,8,FALSE,FALSE,FALSE,3,10,80000,2024-04-20,2024-04-22,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0021,COMP-0006,ITM-0021,Paracetamol 500mg,350,100,FALSE,FALSE,FALSE,4,100,5250,2024-04-30,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0022,COMP-0006,ITM-0022,Cough Syrup,140,35,FALSE,FALSE,FALSE,4,40,7700,2024-04-28,2024-04-18,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0023,COMP-0006,ITM-0023,Vitamin C Tablets,105,30,FALSE,FALSE,FALSE,4,30,10500,2024-04-25,2024-04-22,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0024,COMP-0007,ITM-0024,Steel Sheet 2mm,25,8,FALSE,FALSE,FALSE,3,15,45000,2024-04-22,2024-04-05,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0025,COMP-0007,ITM-0025,TMT Steel Rod,12,3,FALSE,FALSE,FALSE,4,8,504000,2024-04-18,2024-04-10,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0026,COMP-0008,ITM-0026,Designer Silk Saree,15,5,FALSE,FALSE,TRUE,3,5,270000,2024-04-20,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0027,COMP-0008,ITM-0027,Cotton Kurti,95,20,FALSE,FALSE,FALSE,5,25,85500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0028,COMP-0009,ITM-0028,Plastic Bucket,160,50,FALSE,FALSE,FALSE,3,40,12800,2024-04-30,2024-04-25,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0029,COMP-0010,ITM-0029,Solar Panel 100W,17,5,FALSE,FALSE,FALSE,3,8,68000,2024-04-22,2024-04-01,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0030,COMP-0011,ITM-0030,Tomato Seeds,250,80,FALSE,FALSE,FALSE,3,50,15000,2024-04-28,2024-04-05,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0031,COMP-0012,ITM-0031,Office Chair,22,6,FALSE,FALSE,FALSE,4,8,77000,2024-04-20,2024-04-10,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0033,COMP-0013,ITM-0033,NCERT Math Book,160,45,FALSE,FALSE,FALSE,4,40,24000,2024-04-28,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0034,COMP-0014,ITM-0034,Face Cream,60,20,FALSE,FALSE,FALSE,3,20,12000,2024-04-25,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0035,COMP-0015,ITM-0035,Caustic Soda,75,25,FALSE,FALSE,FALSE,3,25,7500,2024-04-22,2024-04-25,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0036,COMP-0016,ITM-0036,Gold Chain 22K,80,15,FALSE,FALSE,TRUE,5,20,416000,2024-04-28,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0037,COMP-0017,ITM-0037,Asian Paints 1L,45,12,FALSE,FALSE,FALSE,4,15,13500,2024-04-25,2024-04-05,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0038,COMP-0018,ITM-0038,Chocolate Cake,20,8,FALSE,FALSE,FALSE,3,8,7000,2024-04-28,2024-04-25,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0039,COMP-0019,ITM-0039,MRF Tyre 14 inch,13,4,FALSE,FALSE,FALSE,3,5,54600,2024-04-20,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0040,COMP-0020,ITM-0040,iPhone Charger,80,25,FALSE,FALSE,FALSE,3,20,20000,2024-04-30,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0041,COMP-0021,ITM-0041,Urea Fertilizer,400,120,FALSE,FALSE,FALSE,3,100,12000,2024-04-28,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0042,COMP-0022,ITM-0042,Amoxicillin 250mg,160,50,FALSE,FALSE,FALSE,3,40,12000,2024-04-30,2024-04-22,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0043,COMP-0023,ITM-0043,Steel Pipe 2 inch,30,10,FALSE,FALSE,FALSE,3,10,16500,2024-04-25,2024-04-05,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0044,COMP-0024,ITM-0044,Ceramic Floor Tile,65,20,FALSE,FALSE,FALSE,3,15,18200,2024-04-22,2024-04-10,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0045,COMP-0025,ITM-0045,A4 Paper Ream,80,25,FALSE,FALSE,FALSE,3,20,20000,2024-04-28,2024-04-15,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0046,COMP-0026,ITM-0046,Cotton Dress Material,170,50,FALSE,FALSE,FALSE,3,30,25500,2024-04-30,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0047,COMP-0027,ITM-0047,Handloom Silk Saree,10,3,FALSE,FALSE,TRUE,3,5,120000,2024-04-20,2024-04-08,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0048,COMP-0028,ITM-0048,CNC Lathe Machine,2,1,FALSE,FALSE,TRUE,2,1,2400000,2024-04-15,2024-04-01,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0049,COMP-0029,ITM-0049,Bathroom Tiles,48,15,FALSE,FALSE,FALSE,3,12,13440,2024-04-25,2024-04-05,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0050,COMP-0030,ITM-0050,Solar Inverter 3KVA,5,2,FALSE,FALSE,FALSE,3,3,160000,2024-04-18,2024-04-10,2024-05-01 08:00:00,2024-05-01 08:00:00
